시간,규모,진앙(km),위도,경도,위치
2016-09-12 20:10,3.1, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-12 20:17,2.3, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:26,2.5, ,35.77,129.2,경북 경주시 남쪽 8km 지역
2016-09-12 20:32,5.8, ,35.76,129.19,경북 경주시 남남서쪽 8.7km 지역
2016-09-12 20:34,3.6, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-12 20:36,3.4, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-12 20:38,3, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2016-09-12 20:39,3, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 20:40,3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:42,2.5, ,35.79,129.2,경북 경주시 남남서쪽 5km 지역
2016-09-12 20:43,2.4, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:44,2.5, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:45,2.3, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-12 20:45,2.7, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2016-09-12 20:46,2.4, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-12 20:47,2.2, ,35.81,129.23,경북 경주시 남남동쪽 3km 지역
2016-09-12 20:47,2.9, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:51,2.6, ,35.75,129.16,경북 경주시 남남서쪽 11km 지역
2016-09-12 20:55,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 20:58,2.1, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-12 21:00,2.5, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-12 21:07,2, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 21:09,2.2, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 21:16,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 21:20,2.8, ,35.78,129.18,경북 경주시 남남서쪽 7km 지역
2016-09-12 21:33,2.3, ,35.76,129.02,경북 경주시 서남서쪽 20km 지역
2016-09-12 21:38,2.6, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-12 21:54,2.2, ,35.76,129.16,경북 경주시 남남서쪽 10km 지역
2016-09-12 21:54,2.1, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 22:06,2.1, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 22:08,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 22:13,2.4, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-12 22:17,2.5, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 22:18,2, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-12 22:22,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-12 22:23,2.4, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-12 22:47,2.1, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-12 23:18,3, ,35.76,129.17,경북 경주시 남남서쪽 8km 지역
2016-09-12 23:52,3.1, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-12 23:53,2.2, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-13 0:07,2.2, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-13 0:10,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 0:15,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 0:21,2.5, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-13 0:32,2.1, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-13 0:37,3.1, ,35.78,129.21,경북 경주시 남쪽 6km 지역
2016-09-13 0:45,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 1:03,2, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-13 1:23,2.2, ,35.75,129.19,경북 경주시 남남서쪽 10km 지역
2016-09-13 1:31,2, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-13 1:35,2.3, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2016-09-13 1:37,2.2, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-13 1:58,2.5, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-13 2:03,2.1, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 2:03,2.2, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-13 2:09,2, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-13 3:11,2.1, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2016-09-13 4:13,2.1, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-13 4:41,2.1, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 4:56,2, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-13 5:15,2, ,35.77,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 6:15,2.3, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-13 6:48,2, ,35.78,129.18,경북 경주시 남남서쪽 7km 지역
2016-09-13 7:03,2.1, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-13 7:47,2.4, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-13 8:24,3.2, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 8:47,2.3, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 9:23,2.3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 10:01,2.3, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-13 10:05,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 10:44,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 10:58,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 12:27,2.2, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-13 12:33,2, ,35.76,129.16,경북 경주시 남남서쪽 10km 지역
2016-09-13 13:09,2.3, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-13 13:16,2.4, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-13 13:18,2.1, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-13 14:31,3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 14:41,2.1, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 16:02,2.5, ,35.76,129.2,경북 경주시 남쪽 9km 지역
2016-09-13 16:21,2, ,35.75,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 16:52,2.5, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-13 17:15,2, ,35.77,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 18:54,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-13 21:49,2.1, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-13 23:08,2.3, ,35.73,129.36,경북 경주시 남동쪽 18km 지역
2016-09-14 0:48,3, ,35.75,129.18,경북 경주시 남남서쪽 11km 지역
2016-09-14 1:37,2.1, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-14 3:55,2.4, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-14 4:43,2.1, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-14 11:57,2.4, ,33.93,126.62,전남 완도군 남남서쪽 44km 해역
2016-09-14 12:38,2.2, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-14 16:47,2.1, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-14 17:27,2.3, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-14 22:31,2.4, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-15 3:22,2.7, ,35.76,129.18,경북 경주시 남쪽 9km 지역
2016-09-15 19:47,2.2, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-15 20:48,2.6, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-09-16 5:31,2.2, ,35.78,129.19,경북 경주시 남남서쪽 7km 지역
2016-09-16 15:13,2.3, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-16 18:58,2, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-16 19:15,2, ,35.76,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-16 19:54,2.1, ,35.74,129.17,경북 경주시 남남서쪽 12km 지역
2016-09-16 21:14,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-17 7:12,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-17 16:21,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-18 16:27,2.4, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-18 22:38,2, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-19 9:17,2.1, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-09-19 20:33,4.5, ,35.74,129.18,경북 경주시 남남서쪽 11km 지역
2016-09-19 21:00,2.1, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2016-09-20 9:58,2.4, ,35.76,129.2,경북 경주시 남쪽 9km 지역
2016-09-20 15:05,2.5, ,38.36,128.09,북한 강원도 양구군 북북동쪽 29km 지역
2016-09-20 20:03,2.1, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-09-21 0:59,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-21 3:36,2.9, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-09-21 11:36,2.2, ,35.78,129.15,경북 경주시 남서쪽 9km 지역
2016-09-21 11:53,3.5, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-09-22 0:01,2.3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-22 3:22,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-23 18:21,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-24 19:56,2.5, ,35.79,129.19,경북 경주시 남남서쪽 6km 지역
2016-09-28 16:34,3.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-28 18:54,2.8, ,38.74,125.69,북한 황해북도 송림시 동쪽 5km 지역
2016-09-28 19:00,2.6, ,38.74,125.73,북한 황해북도 송림시 동쪽 8km 지역
2016-09-28 21:10,2.7, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-09-30 11:09,2.1, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-09-30 16:24,2, ,35.77,129.16,경북 경주시 남남서쪽 9km 지역
2016-09-30 18:06,2.3, ,35.76,129.16,경북 경주시 남남서쪽 10km 지역
2016-09-30 21:52,2.2, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-10-01 13:04,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-10-01 17:00,2.3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-10-02 20:53,3, ,35.75,129.19,경북 경주시 남남서쪽10km 지역
2016-10-04 15:16,2.6, ,35.76,129.19,경북 경주시 남남서쪽9km 지역
2016-10-05 23:29,2.3, ,38.76,125.62,북한 황해북도 송림시 북북서쪽 3km 지역
2016-10-07 17:17,2.2, ,35.77,129.23,경북 경주시 남쪽 8km 지역
2016-10-09 14:03,2.2, ,35.08,126.93,광주 동구 남쪽 7km 지역
2016-10-10 22:59,3.3, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-10-12 0:29,2.9, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-10-14 8:20,2.3, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-10-15 18:55,2.5, ,35.74,129.18,경북 경주시 남남서쪽 11km 지역
2016-10-15 23:49,2.2, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-10-20 12:17,2.4, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-10-21 10:13,2.2, ,36.46,126.87,충남 청양군 동쪽 6km 지역
2016-10-21 12:47,2.6, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2016-10-23 3:00,2.7, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2016-10-24 9:02,2.2, ,37.25,127.02,경기 수원시 권선구 동쪽 4km 지역
2016-10-25 3:23,2, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-10-25 19:57,2.4, ,35.7,129.37,경북 경주시 남동쪽 21km 지역
2016-11-02 3:01,2.3, ,33.53,126.88,제주 제주시 동쪽 33km 지역
2016-11-03 3:46,2.1, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2016-11-03 10:02,2.3, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-11-03 10:36,2.3, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-11-03 23:35,2.6, ,35.32,128.49,경남 함안군 북동쪽 9km 지역
2016-11-06 6:26,3.5, ,33.76,125.07,전남 신안군 흑산면 남남서쪽 106km 해역
2016-11-09 20:55,2.3, ,36.55,129.6,경북 영덕군 북동쪽 26km 해역
2016-11-10 22:37,2.5, ,36.46,129.89,경북 영덕군 동쪽 47km 해역
2016-11-13 2:27,2.3, ,38.76,125.66,북한 황해북도 송림시 북동쪽 3km 지역
2016-11-13 21:52,3.5, ,36.36,126.63,충남 보령시 북북동쪽 4km 지역
2016-11-15 12:22,2.5, ,38.35,128.09,북한 강원도 금강군 남남동쪽 29km 지역
2016-11-15 16:27,2, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-11-16 23:15,2.1, ,34.86,125.08,전남 신안군 흑산면 서북서쪽 43km 해역
2016-11-18 2:02,2, ,35.51,128.09,경남 합천군 남서쪽 9km 지역
2016-11-19 3:29,2.1, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-11-25 18:53,2.3, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2016-11-27 6:53,2.5, ,36.34,127.33,대전 유성구 남서쪽 3km 지역
2016-11-27 20:08,2.2, ,36.02,127.39,충남 금산군 남서쪽 13km 지역
2016-11-28 20:57,2.4, ,35.77,129.19,경북 경주시 남남서쪽 8km 지역
2016-11-28 23:33,2.2, ,38.49,126.14,북한 황해북도 평산군 북서쪽 28km 지역
2016-11-29 10:09,2.9, ,33.4,125.72,제주 제주시 고산 서북서쪽 43km 해역
2016-12-02 4:45,2.1, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-12-05 0:47,2.1, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2016-12-05 7:42,2.1, ,35.81,129.72,경북 포항시 남구 남동쪽 39km 해역
2016-12-07 22:34,2.4, ,37.18,125.48,인천 옹진군 연평도 남남서쪽 57km 해역
2016-12-09 11:30,2.4, ,35.69,129.36,경북 경주시 남동쪽 21km 지역
2016-12-10 0:51,2.1, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2016-12-10 15:51,2, ,37.63,129.68,강원 삼척시 동북동쪽 50km 해역
2016-12-11 16:05,2.6, ,36.07,125.57,충남 태안군 서격렬비도 남쪽 59km 해역
2016-12-12 4:46,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-12-12 17:53,3.3, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2016-12-14 10:05,2.1, ,36.54,128.08,경북 상주시 북북서쪽 16km 지역
2016-12-14 17:20,3.3, ,35.76,129.17,경북 경주시 남남서쪽 10km 지역
2016-12-15 17:14,2.1, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2016-12-22 21:13,2.2, ,34.45,128.54,경남 통영시 매물도 남쪽 22km 해역
2016-12-23 5:31,2.2, ,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
2016-12-25 1:59,2.4, ,35.25,129.39,부산 기장군 동쪽 15km 해역
2016-12-25 6:29,2.5, ,35.78,129.31,경북 경주시 남동쪽 11km 지역
2016-12-29 5:53,2.6, ,38.71,125.76,북한 황해북도 송림시 동남동쪽 11km 지역
2016-12-29 21:32,2.3, ,36.12,129.36,경북 포항시 북구 북쪽 9km 지역
2016-12-30 15:04,2.5, ,38.64,125.76,북한 황해북도 사리원시 북쪽 15km 지역
2016-12-31 8:01,2.6, ,39.31,126.27,북한 평안남도 성천군 북북동쪽 9km 지역
2017-01-04 5:00,2.5, ,36.58,129.24,경북 영덕군 북북서쪽 22km 지역
2017-01-06 5:31,3.3, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2017-01-06 5:33,2.2, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2017-01-07 6:37,2.4, ,38.69,125.73,북한 황해북도 송림 동남동쪽 10km 지역
2017-01-11 0:10,2.1, ,36.44,128.42,경북 의성군 서북서쪽 27km 지역
2017-01-14 11:52,2.2, ,35.17,127.79,경남 하동군 북북동쪽 12km 지역
2017-01-16 6:57,2.7, ,33.64,127.51,전남 여수시 거문도 남남동쪽 47km 해역
2017-01-16 19:54,2.1, ,36.33,126.59,충남 보령시 서쪽 2km 지역
2017-01-17 16:06,2.8, ,38.71,125.86,북한 황해북도 송림 동쪽 20km 지역
2017-01-18 12:49,2.5, ,35.02,125.06,전남 신안군 흑산면 북서쪽 56km 해역
2017-01-21 3:27,2.6, ,35.75,129.18,경북 경주시 남남서쪽 10km 지역
2017-01-24 4:07,2.6, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2017-01-26 22:53,2, ,33.54,126.87,제주 제주시 동쪽 32km 해역
2017-01-29 13:45,2.6, ,38.7,127.16,북한 강원 평강 북북서쪽 34km 지역
2017-02-05 19:07,2.5, ,33.61,126.73,제주 제주시 동북동쪽 22km 해역
2017-02-05 20:06,2.6, ,39.61,127.64,북한 함경남도 함흥 남남동쪽 34km 해역
2017-02-10 5:22,2.2, ,35.65,129.57,울산 북구 동북동쪽 20km 해역
2017-02-10 18:01,2.6, ,38.54,125.84,북한 황해북도 사리원 동북동쪽 8km 지역
2017-02-12 9:22,2.3, ,35.69,129.58,울산 북구 동북동쪽 23km 해역
2017-02-16 2:34,2.9, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2017-02-16 18:20,2.3, ,35.64,128.09,경남 합천군 북서쪽 11km 지역
2017-02-18 16:53,2, ,33.23,126.18,제주 서귀포시 서쪽 35km 해역
2017-02-18 20:58,2.4, ,35.23,126.94,광주 북구 북북동쪽 7km 지역
2017-02-21 3:21,2.1, ,35.76,129.2,경북 경주시 남쪽 9km 지역
2017-02-22 13:08,2.1, ,35.77,129.18,경북 경주시 남남서쪽 8km 지역
2017-02-23 21:03,3.1, ,37.4,124.89,인천 백령도 남남동쪽 64km 해역
2017-02-24 11:34,2.3, ,36.38,127.79,충북 옥천군 동북동쪽 21km 지역
2017-02-24 12:29,2.5, ,38.89,126.09,북한 평양 동남동쪽 33km 지역
2017-02-25 6:58,2.2, ,35.74,129.17,경북 경주시 남남서쪽 12km 지역
2017-02-25 6:59,2.4, ,35.74,129.18,경북 경주시 남남서쪽 11km 지역
2017-03-04 6:33,2.3, ,35.99,127.95,경북 김천시 남서쪽 22km 지역
2017-03-05 7:52,2.4, ,35.75,129.17,경북 경주시 남남서쪽 11km 지역
2017-03-05 9:18,3.2, ,37.75,129.66,강원 동해시 동북동쪽 54km 해역
2017-03-05 9:28,2.4, ,37.74,129.69,강원 동해시 동북동쪽 56km 해역
2017-03-05 15:09,2.1, ,37.72,129.59,강원 동해시 동북동쪽 47km 해역
2017-03-05 19:19,2.1, ,37.77,129.7,강원 동해시 동북동쪽 58km 해역
2017-03-06 6:21,2, ,35.75,126.1,전북 부안군 위도 북서쪽 24km 해역
2017-03-07 3:48,2.2, ,36.3,128.23,경북 구미시 북북서쪽 23km 지역
2017-03-07 6:53,2.6, ,37.75,129.71,강원 동해시 동북동쪽 58km 해역
2017-03-09 2:24,2, ,35.82,129.78,경북 포항시 남구 동남동쪽 43km 해역
2017-03-14 5:41,2.1,22,34.64,127.78,전남 여수시 남동쪽 17km 지역
2017-03-19 3:01,2.9, ,33.32,127.18,제주 서귀포시 성산 동남동쪽 29km 해역
2017-03-21 23:19,2.4, ,38.52,126.03,북한 황해북도 사리원 동쪽 23km 지역
2017-03-27 9:28,2, ,35.21,126.95,광주 북구 북동쪽 5km 지역
2017-03-28 0:48,2.2, ,37.17,125.48,인천 옹진군 연평도 남남서쪽 58km 해역
2017-03-28 15:45,2, ,35.79,129.2,경북 경주시 남남서쪽 5km 지역
2017-03-30 21:49,2, ,35.76,129.19,경북 경주시 남남서쪽 9km 지역
2017-03-31 13:46,3.3, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2017-03-31 13:53,2.5, ,35.78,129.2,경북 경주시 남남서쪽 6km 지역
2017-04-01 16:04,2.2, ,35.78,129.2,경북 경주시 남남서쪽 7km 지역
2017-04-04 23:25,2.2, ,35.67,129.85,울산 동구 동북동쪽 43km 해역
2017-04-07 0:04,2, ,35.97,127.8,전북 무주군 동남동쪽 13km 지역
2017-04-08 18:20,2.7, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-08 23:13,2.1, ,38.72,125.61,북한 황해북도 송림 북북서쪽 2km 지역
2017-04-09 1:45,2.1, ,35.76,129.2,경북 경주시 남쪽 9km 지역
2017-04-09 14:12,2.4, ,38.99,126.2,북한 평안남도 성천 남쪽 28km 지역
2017-04-10 4:02,2.3, ,35.16,128.77,경남 창원시 진해구 동북동쪽 6km 지역
2017-04-15 5:41,2.2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-15 11:31,3.1, ,36.11,129.36,경북 포항시 북구 북쪽 8km 지역
2017-04-15 17:16,2, ,36.11,129.37,경북 포항시 북구 북쪽 8km 지역
2017-04-16 21:39,2.2, ,36.7,125.18,충남 태안군 서격렬비도 서북서쪽 33km 해역
2017-04-18 1:17,2, ,35.76,129.18,경북 경주시 남남서쪽 9km 지역
2017-04-18 17:36,2.1, ,35.5,128.88,경남 밀양시 동쪽 12km 지역
2017-04-20 16:00,3.2, ,33.77,127.28,전남 여수시 거문도 남쪽 29km 해역
2017-04-28 5:54,2.4, ,33.33,127.85,제주 서귀포시 성산 동쪽 90km 해역
2017-04-28 11:19,2.1, ,36.6,128.81,경북 안동시 동북동쪽 8km 지역
2017-05-04 1:08,2.6, ,36.61,129.44,경북 영덕군 북북동쪽 22km 해역
2017-05-04 21:46,2.4, ,36.74,128.1,경북 문경시 북북서쪽 18km 지역
2017-05-05 0:02,2, ,36.73,128.1,경북 문경시 북북서쪽 18km 지역
2017-05-05 23:16,3, ,35.32,127.43,전남 구례군 북북서쪽 13km 지역
2017-05-10 14:06,2.5, ,35.88,126.19,전북 부안군 위도 북북서쪽 32km 해역
2017-05-10 22:31,2.1, ,36.61,129.45,경북 영덕군 북북동쪽 23km 해역
2017-05-13 18:37,2.8, ,36.61,129.44,경북 영덕군 북북동쪽 23km 해역
2017-05-16 20:06,2.1, ,36.85,124.55,충남 태안군 서격렬비도 서북서쪽 92km 해역
2017-05-16 23:29,2.2, ,36.6,128.92,경북 안동시 동북동쪽 17km 지역
2017-05-20 16:29,2, ,35.92,128.27,경북 성주군 북서쪽 1km 지역
2017-05-20 22:29,2.9, ,37.73,129.62,강원 동해시 동북동쪽 50km 해역
2017-05-25 11:20,3, ,36.96,124.4,충남 태안군 서격렬비도 서북서쪽 109km 해역
2017-05-28 15:47,2.7, ,35.67,129.56,울산 북구 동북동쪽 20km 해역
2017-06-04 5:16,2.1, ,36.83,128.1,충북 충주시 남동쪽 24km 지역
2017-06-11 18:16,2, ,37.28,129.21,강원 삼척시 남남동쪽 19km 지역
2017-06-11 20:31,2.5, ,35.77,129.17,경북 경주시 남남서쪽 9km 지역
2017-06-13 8:01,2.1, ,35.74,129.18,경북 경주시 남남서쪽 11km 지역
2017-06-14 2:43,2.2, ,38.34,126.14,북한 황해북도 평산 서쪽 22km 지역
2017-06-15 16:56,2.4, ,36.54,125.07,충남 태안군 서격렬비도 서쪽 42km 해역
2017-06-17 14:30,2.3, ,33.38,127.21,제주 서귀포시 성산 동쪽 30km 해역
2017-06-20 11:02,2, ,35.85,129.08,경북 경주시 서쪽 12km 지역
2017-06-27 20:17,2, ,35.77,129.2,경북 경주시 남남서쪽 8km 지역
2017-06-28 13:00,2.7, ,40,125.81,북한 평안북도 영변 북쪽 22km 지역
2017-07-05 19:17,2.5,5,35.99,127.97,경북 김천시 남서쪽 21km 지역
2017-07-06 6:00,2.4,6,36,127.94,경북 김천시 남서쪽 22km 지역
2017-07-08 23:45,2.8, ,40.4,127.29,북한 함경남도 장진 동북동쪽 5km 지역
2017-07-09 3:43,2.1,18,33.51,125.73,제주 제주시 고산 서북서쪽 47km 해역
2017-07-18 10:31,2.7,17,37.69,126.19,인천 강화군 서남서쪽 27km 해역
2017-07-19 10:23,2.2,28,33.77,126.12,제주 제주시 북서쪽 48km 해역
2017-07-20 14:38,2,11,37.39,129.54,강원 삼척시 동남동쪽 33km 해역
2017-08-07 20:53,2.6,0,38.7,125.63,북한 황해북도 송림 남남서쪽 4km 지역
2017-08-09 13:53,2.7,12,33.87,125.52,전남 신안군 흑산면 남쪽 87km 해역
2017-08-15 21:32,2.6,0,38.73,125.67,북한 황해북도 송림 동쪽 3km 지역
2017-08-16 0:35,2.5,0,38.73,125.69,북한 황해북도 송림 동쪽 5km 지역
2017-08-21 1:30,2.1,0,38.82,126.13,북한 평양 동남동쪽 39km 지역
2017-08-29 22:06,2.4,7,35.31,125.36,전남 영광군 안마도 서쪽 61km 해역
2017-09-01 5:57,2.1,18,36.42,127.21,충남 공주시 동남동쪽 9km 지역
2017-09-07 14:58,2.9,19,37.6,125.34,인천 옹진군 연평도 서남서쪽 33km 해역
2017-09-11 17:25,3.2,0,35.29,124.16,전남 신안군 흑산면 서북서쪽 139km 해역
2017-09-16 1:34,2.2,19,34.25,127.13,전남 여수시 거문도 북서쪽 29km 해역
2017-09-23 13:43,2.6,2,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
2017-09-23 17:29,3.2,2,41.35,129.06,북한 함경북도 길주 북북서쪽 49km 지역
2017-09-30 15:34,2.5,18,33.42,127.15,제주 서귀포시 성산 동쪽 25km 해역
2017-10-04 2:11,2.4,22,35.56,129.88,울산 동구 동쪽 42km 해역
2017-10-04 12:10,2.1,11,36.16,127.13,충남 논산시 남동쪽 4km 지역
2017-10-08 12:18,2.8,16,34.84,127.25,전남 보성군 동북동쪽 17km 지역
2017-10-13 1:41,2.7,3,41.39,129.03,북한 함경북도 길주 북북서쪽 54km 지역
2017-10-16 6:08,2.8,18,33.86,125.3,전남 신안군 흑산면 남쪽 89km 해역
2017-10-16 15:51,2.5,14,35.79,129.19,경북 경주시 남남서쪽 6km 지역
2017-10-18 4:56,2.6,16,36.59,129.45,경북 영덕군 북북동쪽 20km 해역
2017-10-20 6:41,2,13,35.9,127.54,전북 진안군 북동쪽 15km 지역
2017-10-20 12:20,2.2,11,38.44,126.16,북한 황해북도 평산 서북서쪽 24km 지역
